"","TCGA-26-5133","TCGA-HT-7902","TCGA-VM-A8CF","TCGA-14-1823","TCGA-DU-6393","TCGA-HT-7601","TCGA-14-0789","TCGA-28-2499","TCGA-02-2483","TCGA-TQ-A7RW","TCGA-DU-A6S8","TCGA-32-1970","TCGA-28-5204","TCGA-HT-7480","TCGA-DU-7010"
"AC003002.3",12,19,0,0,16,3,10,4,2,9,5,6,3,8,10
"AC003005.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AC003005.2",21,24,4,6,27,28,9,2,23,21,7,57,7,41,9
"AC003006.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AC003009.1",0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
"AC003035.1",4,17,40,7,0,0,1,2,1,2,5,2,0,13,16
"AC003035.2",27,7,2,41,3,3,10,4,2,2,1,4,6,2,5
"AC003042.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AC003042.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AC003043.1",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"AC003043.2",0,2,1,1,0,1,0,0,0,2,2,3,1,1,1
"AC003044.1",1,1,44,0,4,2,1,1,2,7,1,9,0,4,2
"AC003045.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AC003070.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AC003070.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AC003070.3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AC003070.4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AC003070.5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AC003070.6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"AC003070.7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AC003071.1",8,2,0,9,3,5,6,5,7,2,0,0,4,4,1
"AC003071.2",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"AC003072.1",43,189,388,39,56,80,49,76,44,90,55,54,28,109,207
"AC003072.2",0,7,2,1,1,0,1,0,0,3,0,1,0,2,2
"AC003077.1",65,30,155,49,131,21,8,144,38,100,34,305,2,216,34
"AC003080.1",1,2,1,0,0,0,1,0,1,0,0,1,1,0,0
"AC003084.1",0,0,0,2,1,2,0,1,0,1,1,0,1,0,0
"AC003086.1",16,32,0,301,97,34,32,21,5,18,59,64,29,90,28
"AC003087.1",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"AC003092.1",2,0,0,17,1,0,124,1,3,0,0,2,1,0,6
"AC003092.2",1,0,0,0,0,0,4,0,0,0,0,1,0,0,0
"AC003093.1",4,1,7,3,0,3,8,1,8,2,1,4,1,3,1
"AC003098.1",4,0,0,0,1,0,0,1,2,0,0,0,0,0,1
"AC003101.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AC003101.2",3,1,9,0,0,0,1,1,0,1,2,2,1,1,2
"AC003101.3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AC003102.1",54,290,138,34,346,130,22,124,104,144,303,124,45,226,89
"AC003103.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AC003103.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AC003109.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AC003657.1",0,1,0,0,0,0,0,1,0,1,0,2,0,1,0
"AC003659.1",1,0,0,0,1,1,0,0,0,0,0,0,0,0,0
"AC003666.1",1,2,0,2,0,0,0,0,0,0,0,0,0,0,2
"AC003669.1",0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
"AC003681.1",75,254,49,81,287,78,62,63,64,199,171,172,132,528,87
"AC003682.1",2,5,0,0,4,4,0,0,0,5,2,4,4,4,4
"AC003684.1",0,11,1,0,0,0,0,0,0,0,3,0,0,29,5
"AC003685.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AC003685.2",0,1,0,0,1,0,0,0,2,0,0,1,0,1,0
"AC003686.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AC003687.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AC003688.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AC003688.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AC003688.3",0,0,0,1,2,0,1,0,1,0,0,2,1,0,0
"AC003688.4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AC003950.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AC003956.1",5,27,2,2,3,7,3,7,2,17,17,10,3,11,6
"AC003957.1",0,4,0,0,0,1,1,0,0,3,1,6,2,1,4
"AC003958.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AC003958.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AC003958.3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AC003958.4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AC003958.5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AC003965.1",0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
"AC003965.2",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"AC003965.3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AC003973.1",0,1,2,0,8,2,1,1,0,1,1,2,0,10,1
"AC003973.2",1,6,0,0,11,1,0,0,1,7,0,0,0,24,2
"AC003975.1",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"AC003976.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AC003976.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AC003982.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AC003984.1",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"AC003985.1",0,0,0,0,0,0,0,0,0,0,5,0,2,0,0
"AC003986.1",0,0,0,0,0,1,0,0,1,1,0,4,0,0,3
"AC003986.2",7,1,0,0,1,3,3,0,8,3,1,15,2,1,27
"AC003986.3",9,1,0,1,0,13,4,0,13,14,0,6,1,1,42
"AC003988.1",0,0,0,0,0,0,2,0,0,0,0,0,0,1,0
"AC003989.1",1,2,1,1,0,0,0,0,0,1,0,0,0,0,3
"AC003989.2",2,0,0,0,0,0,0,0,1,0,1,0,0,0,1
"AC003991.1",5,12,2,20,37,26,7,30,41,9,28,28,17,34,51
"AC003991.2",5,15,1,6,10,6,1,2,11,4,7,4,7,14,16
"AC003992.1",0,0,1,0,0,0,0,0,2,0,0,0,0,0,0
"AC004000.1",0,1,19,12,3,0,0,3,4,2,0,5,0,2,0
"AC004004.1",0,0,0,0,0,0,0,0,0,0,1,0,0,6,1
"AC004006.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AC004009.1",0,0,1,2,0,0,0,1,1,0,0,0,1,0,0
"AC004009.2",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"AC004009.3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AC004012.1",5,1,2,0,4,1,0,1,11,0,0,7,3,1,1
"AC004014.1",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"AC004014.2",0,0,0,1,2,3,0,1,1,2,0,0,0,0,0
"AC004022.1",0,3,0,0,3,0,0,0,0,2,0,1,1,16,0
"AC004022.2",0,1,0,0,3,0,0,0,0,1,0,1,1,1,0
"AC004023.1",9,4,0,9,23,5,0,1,3,12,13,4,0,16,5
"AC004024.1",2,0,0,0,1,2,0,0,1,0,0,0,0,4,1
"AC004034.1",5,9,1,4,9,3,2,5,4,6,6,11,1,10,3
"AC004039.1",4,24,6,7,31,15,3,15,12,10,51,11,8,74,19
"AC004047.1",0,0,0,1,1,0,0,1,0,0,0,0,0,0,0
"AC004052.1",3,17,0,0,0,1,0,0,0,0,1,0,0,0,1
"AC004053.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AC004054.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AC004057.1",147,52,37,692,80,66,200,282,374,68,64,85,158,28,67
"AC004062.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AC004063.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AC004066.1",0,0,0,0,4,0,0,0,1,0,0,1,2,0,0
"AC004066.2",0,0,0,0,62,0,0,0,0,1,4,0,0,10,0
"AC004067.1",24,52,20,79,25,43,61,44,15,14,9,85,80,20,24
"AC004069.1",13,15,25,5,14,6,5,11,16,19,4,10,2,15,22
"AC004069.2",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AC004069.3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AC004074.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AC004076.1",4,6,4,5,9,4,5,5,3,3,4,5,6,4,2
"AC004076.2",83,139,140,37,102,18,71,46,98,69,108,100,37,105,93
"AC004079.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AC004079.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AC004079.3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AC004079.4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AC004079.5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AC004080.1",1,0,1,3,0,0,3,0,1,1,0,0,1,1,2
"AC004080.10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AC004080.11",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AC004080.12",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AC004080.13",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AC004080.14",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AC004080.15",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AC004080.16",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AC004080.17",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AC004080.2",0,0,1,0,0,2,2,1,4,0,0,1,6,0,1
"AC004080.3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AC004080.4",0,1,0,0,0,1,0,3,0,0,0,6,5,0,2
"AC004080.5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AC004080.6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AC004080.7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AC004080.8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AC004080.9",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AC004083.1",3,36,3,10,4,13,10,3,5,7,0,7,18,33,20
"AC004099.1",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"AC004112.1",5,39,1,3,21,36,7,3,2,16,10,25,23,25,77
"AC004125.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AC004129.1",3,0,0,6,1,0,3,0,15,1,0,4,4,1,1
"AC004129.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"AC004129.3",0,0,1,0,0,0,0,0,1,1,1,74,1,1,0
"AC004130.1",0,0,1,1,0,0,0,0,0,0,0,0,0,2,0
"AC004130.2",43,62,91,67,67,33,1,146,77,47,53,67,62,82,57
"AC004134.1",1,2,0,0,0,1,1,0,0,2,0,1,2,4,1
"AC004147.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AC004147.2",0,133,1,0,46,2,0,0,0,1,12,1,2,114,9
"AC004147.3",0,5,2,0,1,0,0,0,0,0,1,1,0,3,0
"AC004147.4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AC004147.5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AC004148.1",121,590,162,67,498,108,84,129,236,376,536,319,115,450,177
"AC004156.1",23,23,3,6,40,15,9,24,27,17,26,53,11,32,47
"AC004158.1",454,2338,246,107,3593,859,357,289,755,1055,1664,583,235,2366,1654
"AC004160.1",6,18,1,7,26,5,4,2,3,10,22,12,2,40,9
"AC004160.2",1,0,0,1,1,0,0,0,0,0,0,2,2,2,0
"AC004217.1",0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
"AC004217.2",1,0,0,0,1,0,0,0,1,1,0,0,0,0,0
"AC004221.1",43,66,69,10,81,36,9,40,29,32,48,52,13,38,83
"AC004223.1",2,3,1,0,3,3,0,3,0,5,3,4,3,3,2
"AC004223.2",1,12,13,0,5,6,0,1,4,7,9,5,2,4,3
"AC004223.3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AC004223.4",8,39,18,3,3,3,2,4,0,11,9,14,2,18,31
"AC004224.1",9,3,0,13,4,1,6,0,13,0,2,5,12,1,2
"AC004224.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AC004231.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AC004231.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AC004231.3",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"AC004232.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AC004232.2",21,31,44,7,48,12,4,11,19,14,41,10,5,24,18
"AC004233.1",5,7,4,1,36,2,1,2,1,18,30,8,2,19,5
"AC004233.2",77,72,58,31,324,72,11,32,59,165,247,133,9,228,101
"AC004233.3",1,4,3,0,19,1,0,0,1,1,19,10,0,16,5
"AC004241.1",49,100,94,56,86,50,21,61,20,47,38,58,31,58,47
"AC004241.2",1,13,13,6,7,5,4,2,3,15,8,12,2,8,4
"AC004241.3",12,21,31,23,9,19,8,27,24,10,14,12,18,13,15
"AC004241.4",2,5,7,0,6,0,0,2,2,0,8,4,2,15,3
"AC004241.5",10,40,17,12,39,29,8,8,10,33,31,44,16,30,25
"AC004253.1",30,39,13,22,45,14,9,19,16,59,65,48,10,50,9
"AC004253.2",0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
"AC004257.1",0,0,0,1,0,0,0,0,1,0,0,2,0,0,1
"AC004263.1",2,11,26,0,12,2,1,2,3,17,21,8,1,12,4
"AC004263.2",33,144,12,19,80,51,43,34,15,100,62,79,30,164,74
"AC004264.1",6,0,0,8,2,0,9,6,0,0,3,0,7,4,2
"AC004264.2",4,80,3,1,38,9,14,4,3,72,3,20,13,101,25
"AC004381.1",1,5,0,2,5,1,0,0,0,5,1,1,0,7,2
"AC004381.2",0,0,0,0,2,0,0,1,0,0,0,1,0,0,1
"AC004381.3",3,9,1,1,17,14,1,0,1,8,6,1,5,13,13
"AC004381.4",0,1,0,0,0,1,0,0,0,0,0,0,0,2,3
"AC004383.1",5,8,0,4,7,6,2,0,5,15,10,13,5,4,15
"AC004386.1",9,0,2,30,1,1,16,10,25,2,1,6,13,3,0
"AC004386.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AC004386.3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AC004386.4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AC004386.5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AC004386.6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AC004386.7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AC004408.1",0,0,0,0,0,1,0,0,1,1,1,0,0,6,0
"AC004408.2",0,2,1,2,2,0,1,2,1,1,0,0,1,4,0
"AC004415.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AC004448.1",1,1,0,1,0,0,0,0,0,0,1,0,0,0,0
"AC004448.2",19,35,6,2,68,11,2,14,21,41,41,32,4,51,60
"AC004448.3",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"AC004448.4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AC004448.5",0,1,0,0,7,1,0,1,1,2,2,3,0,4,1
"AC004449.1",10,14,9,0,18,7,12,6,23,7,10,32,2,16,38
"AC004453.1",2289,421,828,1181,1187,331,534,810,2081,749,531,602,1025,455,409
"AC004453.2",18,77,17,8,34,54,32,43,16,38,29,217,17,75,75
"AC004461.1",3,4,1,0,4,1,0,2,1,2,2,3,1,1,2
"AC004461.2",3,11,2,1,22,2,0,1,2,12,10,3,1,17,14
"AC004464.1",4,0,0,0,0,0,0,0,1,0,0,0,0,1,0
"AC004466.1",0,1,1,2,2,3,0,0,1,1,3,0,0,0,0
"AC004466.2",0,3,4,1,3,0,0,7,2,6,0,0,1,1,2
"AC004466.3",0,12,7,3,4,3,2,7,3,12,1,4,0,2,7
"AC004467.1",0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
"AC004470.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AC004471.1",34,5,2,5,13,13,2,2,21,11,6,8,1,11,34
"AC004471.2",8,14,10,2,25,6,1,2,7,11,9,5,3,11,6
"AC004477.1",108,75,86,29,202,33,15,45,61,70,105,33,20,58,69
"AC004477.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AC004477.3",34,61,34,12,38,34,11,15,42,18,34,10,11,34,40
"AC004485.1",1,6,3,5,5,9,0,9,1,19,2,21,1,27,2
"AC004486.1",11,2,5,2,18,16,2,13,4,2,10,3,6,3,26
"AC004490.1",2,3,0,0,3,1,0,2,0,0,1,5,0,0,1
"AC004491.1",0,1,0,0,1,0,0,0,0,1,5,1,3,3,1
"AC004492.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AC004492.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AC004494.1",3,6,0,2,6,2,5,6,5,6,4,6,0,6,4
"AC004494.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AC004510.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AC004522.1",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"AC004522.2",0,1,0,0,8,0,0,0,0,0,0,0,0,0,0
"AC004522.3",3,16,7,1,32,11,0,4,2,9,26,12,1,29,4
"AC004522.4",3,0,2,0,0,0,0,0,0,1,1,0,1,1,0
"AC004522.5",3,49,83,4,2,38,7,9,6,5,8,22,36,12,4
"AC004528.1",0,0,0,0,1,0,0,0,1,0,1,0,0,0,0
"AC004528.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AC004540.1",84,692,198,473,2889,605,60,928,499,531,1140,1084,944,984,1034
"AC004540.2",53,1142,967,359,1174,609,26,1199,1493,337,780,1043,751,623,1141
"AC004542.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AC004542.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AC004542.3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AC004542.4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AC004542.5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AC004542.6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AC004543.1",1,0,0,0,0,3,1,0,0,0,0,1,1,1,2
"AC004549.1",0,1,0,0,0,1,0,0,0,0,0,0,2,2,0
"AC004551.1",0,2,1,0,0,1,0,1,0,0,1,2,4,0,0
"AC004552.1",8,8,3,56,11,5,16,24,37,10,6,6,18,3,10
"AC004554.1",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"AC004554.2",0,5,1,0,5,3,0,2,5,4,2,0,3,4,6
"AC004556.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AC004556.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AC004556.3",7,2,3,1,5,1,2,2,53,3,328,8,11,2,4
"AC004556.4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AC004584.1",1,1,0,0,1,0,0,1,1,3,3,1,0,1,0
"AC004584.2",2,1,2,2,0,0,0,1,5,0,0,1,1,0,2
"AC004584.3",5,8,2,3,17,5,1,3,1,4,6,3,0,30,0
"AC004585.1",1,0,2,6,0,2,1,0,0,1,0,2,1,0,0
"AC004585.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AC004590.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AC004593.1",2,1,0,0,0,0,0,0,0,1,0,3,0,0,1
"AC004593.2",1,12,2,0,10,1,1,7,6,9,1,3,1,1,3
"AC004593.3",0,0,0,2,1,0,4,1,2,1,0,3,9,0,0
"AC004594.1",4,12,1,0,8,3,3,5,1,5,1,13,0,8,0
"AC004596.1",3,9,0,0,8,9,4,1,2,6,3,5,2,3,3
"AC004597.1",0,6,0,0,0,1,1,1,0,0,9,0,0,1,1
"AC004623.1",9,16,1,2,21,3,3,4,3,19,25,21,1,28,8
"AC004637.1",3,1,0,0,2,2,0,0,0,3,1,4,0,2,1
"AC004672.1",2,1,0,1,0,0,0,0,0,0,1,0,0,0,0
"AC004672.2",0,1,0,2,0,0,0,0,0,1,0,0,0,0,0
"AC004674.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AC004674.2",0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
"AC004675.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AC004675.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AC004678.1",2,5,0,0,3,1,1,0,1,2,3,10,0,0,13
"AC004678.2",0,5,1,3,6,0,2,1,2,0,5,6,2,1,4
"AC004687.1",11,67,166,6,18,20,30,6,60,130,30,19,12,4,15
"AC004687.2",4,6,4,7,8,2,1,7,1,14,5,6,2,3,3
"AC004687.3",2,15,10,1,244,19,1,1,9,17,264,3,0,264,5
"AC004690.1",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"AC004690.2",1,282,17,0,17,65,2,0,0,10,12,3,0,29,54
"AC004691.1",0,2,2,0,1,1,0,1,1,2,1,4,2,6,1
"AC004691.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AC004692.1",6,1,0,2,0,0,1,2,1,0,1,2,2,1,0
"AC004692.2",1,1,0,0,0,0,0,0,0,0,1,0,0,0,0
"AC004696.1",4,14,18,1,6,3,4,2,3,4,5,5,2,6,4
"AC004696.2",0,16,3,0,3,3,2,0,0,3,4,2,2,4,3
"AC004702.1",0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"AC004704.1",0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
"AC004706.1",7,20,8,4,22,35,4,7,30,9,8,10,16,17,32
"AC004706.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AC004706.3",26,157,2,3,312,132,31,17,22,141,84,54,51,225,170
"AC004707.1",0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
"AC004765.1",1,6,0,0,3,1,0,2,0,0,4,1,2,9,4
"AC004771.1",1,13,10,6,27,7,4,1,4,11,13,9,5,21,6
"AC004771.2",1,1,0,1,0,0,0,1,0,0,2,0,0,1,1
"AC004771.3",8,36,1,3,60,15,13,30,3,37,56,16,4,57,20
"AC004771.4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AC004771.5",1,7,0,0,5,2,5,5,8,17,15,4,2,20,2
"AC004774.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AC004774.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AC004774.3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AC004775.1",0,4,0,0,0,0,1,0,1,1,2,3,0,1,0
"AC004777.1",2,2,3,0,3,0,1,0,1,5,0,1,2,5,0
"AC004784.1",1,3,1,0,0,1,1,0,1,0,0,1,0,1,2
"AC004788.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AC004789.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AC004790.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AC004790.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AC004792.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AC004797.1",2,6,6,8,14,9,9,1,3,7,7,7,6,6,7
"AC004801.1",13,0,0,5,0,1,8,22,6,0,4,6,11,1,2
"AC004801.2",35,36,40,45,29,8,6,11,18,38,15,27,48,35,21
"AC004801.3",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"AC004801.4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AC004801.5",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"AC004801.6",11,18,13,12,25,14,10,8,41,11,12,21,17,15,21
"AC004801.7",0,0,1,0,0,0,0,0,0,1,0,2,0,0,0
"AC004803.1",140,350,129,190,544,273,50,119,299,217,374,165,92,562,227
"AC004805.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AC004805.2",0,0,0,0,0,0,1,1,1,0,1,0,1,0,1
"AC004805.3",0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
"AC004808.1",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"AC004808.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"AC004812.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AC004812.2",273,315,228,113,981,276,117,238,431,216,356,294,209,453,723
"AC004816.1",46,80,20,37,82,49,8,1,72,10,76,79,3,97,28
"AC004816.2",9,0,0,4,13,0,7,3,8,1,0,3,8,4,0
"AC004817.1",1,1,0,1,0,4,0,0,0,0,2,1,0,13,3
"AC004817.2",0,0,0,3,0,2,4,0,0,1,0,0,0,0,0
"AC004817.3",0,0,0,10,0,5,5,3,1,2,0,2,1,0,0
"AC004817.4",2,7,0,0,12,6,0,0,0,1,7,9,1,45,7
"AC004817.5",2,0,2,11,3,13,9,2,4,1,3,3,1,6,2
"AC004825.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AC004825.2",23,29,13,10,54,41,22,12,44,24,26,46,24,35,42
"AC004825.3",1,4,0,0,4,4,1,0,1,2,0,1,0,2,2
"AC004828.1",0,2,1,0,1,1,4,3,3,4,2,7,10,4,1
"AC004828.2",0,4,1,1,2,8,6,5,0,7,2,11,2,16,4
"AC004830.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AC004830.2",6,89,2,5,13,2,4,5,1,8,7,9,15,18,16
"AC004832.1",0,0,13,1,1,0,0,0,0,0,0,0,0,1,0
"AC004832.2",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"AC004832.3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AC004832.4",5,8,2,5,18,8,0,3,10,9,7,2,5,9,7
"AC004832.5",19,26,8,16,30,20,8,7,8,7,32,4,24,26,16
"AC004832.6",3,2,5,1,1,0,1,1,5,1,0,4,7,0,3
"AC004834.1",4,16,13,12,63,12,2,8,4,24,20,18,14,31,8
"AC004835.1",1,2,0,0,1,0,0,1,1,0,0,0,2,2,1
"AC004835.2",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"AC004836.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AC004837.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AC004837.2",4,7,0,1,3,4,3,2,2,6,1,10,3,2,4
"AC004837.3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AC004837.4",2,30,1,1,45,10,2,8,4,29,22,8,4,37,20
"AC004839.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AC004839.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AC004839.3",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"AC004839.4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AC004839.5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AC004840.1",2,5,0,1,4,4,3,1,1,3,4,3,0,1,3
"AC004840.2",3,1,2,0,0,0,1,0,1,0,1,0,1,0,3
"AC004846.1",6,16,22,6,13,21,26,11,17,19,2,13,13,49,4
